,"Tmelt, K",Smiles#1,Smiles#2,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),T#1,T#2,MW,HBD,fr_Al_COO,fr_Ar_COO,fr_Ar_N,fr_Ar_OH,fr_NH0,fr_NH1,fr_amide,AROM,ALERTS,n_HM
1369,310.483,C[N+](C)(C)CCO.[Cl-],O=C(O)Cc1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.302,0.698,578.15,349.6,137.19975199999996,1.0,0.698,0.0,0.0,0.0,0.302,0.0,0.0,0.698,0.302,0.0
1370,325.483,C[N+](C)(C)CCO.[Cl-],O=C(O)Cc1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.252,0.748,578.15,349.6,137.02595199999996,1.0,0.748,0.0,0.0,0.0,0.252,0.0,0.0,0.748,0.252,0.0
1371,340.15,C[N+](C)(C)CCO.[Cl-],O=C(O)Cc1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.199,0.801,578.15,349.6,136.841724,1.0,0.801,0.0,0.0,0.0,0.199,0.0,0.0,0.801,0.199,0.0
1372,266.15,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],O=C(O)Cc1ccccc1,didodecyl(dimethyl)azanium;chloride,2-phenylacetic acid,0.3333,0.6667,370.15,349.6,230.1552652000001,0.6667,0.6667,0.0,0.0,0.0,0.3333,0.0,0.0,0.6667,0.6666,0.0
1373,342.483,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.45,0.55,578.15,321.1,145.42905,1.0,0.55,0.0,0.0,0.0,0.45,0.0,0.0,0.55,0.45,0.0
1374,316.817,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.4,0.6,578.15,321.1,145.95659999999998,1.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.4,0.0
1375,295.15,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.331,0.669,578.15,321.1,146.684619,1.0,0.669,0.0,0.0,0.0,0.331,0.0,0.0,0.669,0.331,0.0
1376,293.9791,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.33,0.67,578.15,321.1,146.69517,1.0,0.67,0.0,0.0,0.0,0.33,0.0,0.0,0.67,0.33,0.0
1377,296.817,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.302,0.698,578.15,321.1,146.99059799999998,1.0,0.698,0.0,0.0,0.0,0.302,0.0,0.0,0.698,0.302,0.0
1378,304.483,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.25,0.75,578.15,321.1,147.53924999999998,1.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.0
1379,310.15,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.199,0.801,578.15,321.1,148.077351,1.0,0.801,0.0,0.0,0.0,0.199,0.0,0.0,0.801,0.199,0.0
1380,328.1,CC[N+](CC)(CC)CC.[Br-],O=C(O)CCCCCC(=O)O,tetraethylazanium;bromide,heptanedioic acid,0.56,0.44,633.0,368.2,188.16340000000002,0.88,0.88,0.0,0.0,0.0,0.56,0.0,0.0,0.0,1.0,0.0
1381,309.6,CCC[N+](CCC)(CCC)CCC.[Br-],O=C(O)CCCCCC(=O)O,tetrapropylazanium;bromide,heptanedioic acid,0.55,0.45,583.0,368.2,218.5229,0.9,0.9,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.0,0.0
1382,370.69,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,tetrapentylazanium;bromide,heptanedioic acid,0.89,0.11,375.9,368.2,354.46846,0.22,0.22,0.0,0.0,0.0,0.89,0.0,0.0,0.0,1.8900000000000001,0.0
1383,355.172,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,tetrapentylazanium;bromide,heptanedioic acid,0.78,0.22,375.9,368.2,330.45392000000004,0.44,0.44,0.0,0.0,0.0,0.78,0.0,0.0,0.0,1.78,0.0
1384,347.701,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,tetrapentylazanium;bromide,heptanedioic acid,0.71,0.29,375.9,368.2,315.17193999999995,0.58,0.58,0.0,0.0,0.0,0.71,0.0,0.0,0.0,1.71,0.0
1385,338.506,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,tetrapentylazanium;bromide,heptanedioic acid,0.388,0.612,375.9,368.2,244.87483200000003,1.224,1.224,0.0,0.0,0.0,0.388,0.0,0.0,0.0,1.388,0.0
1386,359.195,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,tetrapentylazanium;bromide,heptanedioic acid,0.28,0.72,375.9,368.2,221.29692,1.44,1.44,0.0,0.0,0.0,0.28,0.0,0.0,0.0,1.28,0.0
1387,370.69,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,tetrapentylazanium;bromide,heptanedioic acid,0.173,0.827,375.9,368.2,197.937322,1.654,1.654,0.0,0.0,0.0,0.173,0.0,0.0,0.0,1.173,0.0
1388,375.862,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,tetrapentylazanium;bromide,heptanedioic acid,0.091,0.909,375.9,368.2,180.035574,1.818,1.818,0.0,0.0,0.0,0.091,0.0,0.0,0.0,1.091,0.0
1389,254.01,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCC(=O)O,tetrabutylazanium;bromide,propanoic acid,0.5,0.5,390.8,252.15,198.22699999999995,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
1390,355.902,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.905,0.095,578.15,382.5,136.82216999999997,1.095,0.0,0.0,0.0,0.19,0.905,0.0,0.0,0.095,0.905,0.0
1391,350.927,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.803,0.197,578.15,382.5,133.81174199999998,1.197,0.0,0.0,0.0,0.394,0.803,0.0,0.0,0.197,0.803,0.0
1392,342.637,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.753,0.247,578.15,382.5,132.336042,1.2469999999999999,0.0,0.0,0.0,0.494,0.753,0.0,0.0,0.247,0.753,0.0
1393,336.834,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.672,0.328,578.15,382.5,129.945408,1.328,0.0,0.0,0.0,0.656,0.672,0.0,0.0,0.328,0.672,0.0
1394,279.632,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.505,0.495,578.15,382.5,125.01656999999999,1.495,0.0,0.0,0.0,0.99,0.505,0.0,0.0,0.495,0.505,0.0
1395,291.238,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.338,0.662,578.15,382.5,120.08773199999999,1.6620000000000001,0.0,0.0,0.0,1.324,0.338,0.0,0.0,0.662,0.338,0.0
1396,302.845,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.258,0.742,578.15,382.5,117.72661199999997,1.742,0.0,0.0,0.0,1.484,0.258,0.0,0.0,0.742,0.258,0.0
1397,316.109,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.204,0.796,578.15,382.5,116.13285599999998,1.796,0.0,0.0,0.0,1.592,0.204,0.0,0.0,0.796,0.204,0.0
1398,340.979,C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.102,0.898,578.15,382.5,113.12242799999999,1.8980000000000001,0.0,0.0,0.0,1.796,0.102,0.0,0.0,0.898,0.102,0.0
1399,550.7,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.896,0.104,578.15,432.15,139.46958399999997,1.104,0.0,0.104,0.0,0.104,0.896,0.0,0.0,0.104,0.896,0.0
1400,505.7,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.794,0.206,578.15,432.15,139.31617599999998,1.206,0.0,0.206,0.0,0.206,0.794,0.0,0.0,0.206,0.794,0.0
1401,438.7,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.697,0.303,578.15,432.15,139.17028799999997,1.303,0.0,0.303,0.0,0.303,0.697,0.0,0.0,0.303,0.697,0.0
1402,393.6,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.592,0.408,578.15,432.15,139.01236799999998,1.408,0.0,0.408,0.0,0.408,0.592,0.0,0.0,0.408,0.592,0.0
1403,341.15,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.5,0.5,578.15,432.15,138.87399999999997,1.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0
1404,340.6,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.496,0.504,578.15,432.15,138.86798399999998,1.504,0.0,0.504,0.0,0.504,0.496,0.0,0.0,0.504,0.496,0.0
1405,352.7,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.403,0.597,578.15,432.15,138.72811199999998,1.597,0.0,0.597,0.0,0.597,0.403,0.0,0.0,0.597,0.403,0.0
1406,366.8,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.295,0.705,578.15,432.15,138.56568,1.7049999999999998,0.0,0.705,0.0,0.705,0.295,0.0,0.0,0.705,0.295,0.0
1407,385.4,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.211,0.789,578.15,432.15,138.439344,1.7890000000000001,0.0,0.789,0.0,0.789,0.211,0.0,0.0,0.789,0.211,0.0
1408,406.9,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.113,0.887,578.15,432.15,138.29195199999998,1.887,0.0,0.887,0.0,0.887,0.113,0.0,0.0,0.887,0.113,0.0
1409,574.55,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetramethylazanium;chloride,octadecanoic acid,0.899,0.101,612.87,343.67,127.263284,0.101,0.101,0.0,0.0,0.0,0.899,0.0,0.0,0.0,1.0,0.0
1410,513.15,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetramethylazanium;chloride,octadecanoic acid,0.799,0.201,612.87,343.67,144.751684,0.201,0.201,0.0,0.0,0.0,0.799,0.0,0.0,0.0,1.0,0.0
1411,461.55,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetramethylazanium;chloride,octadecanoic acid,0.701,0.299,612.87,343.67,161.89031599999996,0.299,0.299,0.0,0.0,0.0,0.701,0.0,0.0,0.0,1.0,0.0
1412,415.95,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetramethylazanium;chloride,octadecanoic acid,0.577,0.423,612.87,343.67,183.57593199999997,0.423,0.423,0.0,0.0,0.0,0.577,0.0,0.0,0.0,1.0,0.0
1413,378.15,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetramethylazanium;chloride,octadecanoic acid,0.486,0.514,612.87,343.67,199.49037599999997,0.514,0.514,0.0,0.0,0.0,0.486,0.0,0.0,0.0,1.0,0.0
1414,337.95,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetramethylazanium;chloride,octadecanoic acid,0.376,0.624,612.87,343.67,218.72761599999995,0.624,0.624,0.0,0.0,0.0,0.376,0.0,0.0,0.0,1.0,0.0
1415,339.45,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetramethylazanium;chloride,octadecanoic acid,0.314,0.686,612.87,343.67,229.57042399999997,0.686,0.686,0.0,0.0,0.0,0.314,0.0,0.0,0.0,1.0,0.0
1416,342.65,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetramethylazanium;chloride,octadecanoic acid,0.195,0.805,612.87,343.67,250.38161999999994,0.805,0.805,0.0,0.0,0.0,0.195,0.0,0.0,0.0,1.0,0.0
1417,343.25,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetramethylazanium;chloride,octadecanoic acid,0.102,0.898,612.87,343.67,266.6458319999999,0.898,0.898,0.0,0.0,0.0,0.102,0.0,0.0,0.0,1.0,0.0
1418,493.55,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetraethylazanium;chloride,octadecanoic acid,0.911,0.089,633.15,343.67,176.279064,0.089,0.089,0.0,0.0,0.0,0.911,0.0,0.0,0.0,1.0,0.0
1419,447.45,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetraethylazanium;chloride,octadecanoic acid,0.794,0.206,633.15,343.67,190.175856,0.206,0.206,0.0,0.0,0.0,0.794,0.0,0.0,0.0,1.0,0.0
1420,411.75,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetraethylazanium;chloride,octadecanoic acid,0.701,0.299,633.15,343.67,201.22202399999998,0.299,0.299,0.0,0.0,0.0,0.701,0.0,0.0,0.0,1.0,0.0
1421,373.35,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetraethylazanium;chloride,octadecanoic acid,0.594,0.406,633.15,343.67,213.93105599999996,0.406,0.406,0.0,0.0,0.0,0.594,0.0,0.0,0.0,1.0,0.0
1422,349.85,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetraethylazanium;chloride,octadecanoic acid,0.505,0.495,633.15,343.67,224.50212,0.495,0.495,0.0,0.0,0.0,0.505,0.0,0.0,0.0,1.0,0.0
1423,321.65,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetraethylazanium;chloride,octadecanoic acid,0.412,0.588,633.15,343.67,235.54828799999993,0.588,0.588,0.0,0.0,0.0,0.412,0.0,0.0,0.0,1.0,0.0
1424,332.78,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetraethylazanium;chloride,octadecanoic acid,0.309,0.691,633.15,343.67,247.78221599999995,0.691,0.691,0.0,0.0,0.0,0.309,0.0,0.0,0.0,1.0,0.0
1425,333.35,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetraethylazanium;chloride,octadecanoic acid,0.288,0.712,633.15,343.67,250.27651199999994,0.712,0.712,0.0,0.0,0.0,0.288,0.0,0.0,0.0,1.0,0.0
1426,338.21,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetraethylazanium;chloride,octadecanoic acid,0.226,0.774,633.15,343.67,257.64062399999995,0.774,0.774,0.0,0.0,0.0,0.226,0.0,0.0,0.0,1.0,0.0
1427,339.45,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetraethylazanium;chloride,octadecanoic acid,0.189,0.811,633.15,343.67,262.035336,0.811,0.811,0.0,0.0,0.0,0.189,0.0,0.0,0.0,1.0,0.0
1428,342.25,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetraethylazanium;chloride,octadecanoic acid,0.117,0.883,633.15,343.67,270.5872079999999,0.883,0.883,0.0,0.0,0.0,0.117,0.0,0.0,0.0,1.0,0.0
1429,342.52,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetraethylazanium;chloride,octadecanoic acid,0.103,0.897,633.15,343.67,272.25007199999993,0.897,0.897,0.0,0.0,0.0,0.103,0.0,0.0,0.0,1.0,0.0
1430,473.35,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.868,0.132,502.4,343.67,230.08817599999995,0.132,0.132,0.0,0.0,0.0,0.868,0.0,0.0,0.0,1.0,0.0
1431,458.55,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.778,0.222,502.4,343.67,235.72829599999994,0.222,0.222,0.0,0.0,0.0,0.778,0.0,0.0,0.0,1.0,0.0
1432,424.75,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.701,0.299,502.4,343.67,240.5537319999999,0.299,0.299,0.0,0.0,0.0,0.701,0.0,0.0,0.0,1.0,0.0
1433,392.85,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.593,0.407,502.4,343.67,247.32187599999992,0.407,0.407,0.0,0.0,0.0,0.593,0.0,0.0,0.0,1.0,0.0
1434,337.22,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.501,0.499,502.4,343.67,253.08733199999995,0.499,0.499,0.0,0.0,0.0,0.501,0.0,0.0,0.0,1.0,0.0
1435,329.18,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.446,0.554,502.4,343.67,256.534072,0.554,0.554,0.0,0.0,0.0,0.446,0.0,0.0,0.0,1.0,0.0
1436,327.92,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.4,0.6,502.4,343.67,259.41679999999997,0.6,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0
1437,327.25,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.398,0.602,502.4,343.67,259.5421359999999,0.602,0.602,0.0,0.0,0.0,0.398,0.0,0.0,0.0,1.0,0.0
1438,332.15,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.307,0.693,502.4,343.67,265.2449239999999,0.693,0.693,0.0,0.0,0.0,0.307,0.0,0.0,0.0,1.0,0.0
1439,332.47,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.299,0.701,502.4,343.67,265.74626799999993,0.701,0.701,0.0,0.0,0.0,0.299,0.0,0.0,0.0,1.0,0.0
1440,339.86,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.202,0.798,502.4,343.67,271.82506399999994,0.798,0.798,0.0,0.0,0.0,0.202,0.0,0.0,0.0,1.0,0.0
1441,339.05,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.201,0.799,502.4,343.67,271.8877319999999,0.799,0.799,0.0,0.0,0.0,0.201,0.0,0.0,0.0,1.0,0.0
1442,342.43,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.11,0.89,502.4,343.67,277.5905199999999,0.89,0.89,0.0,0.0,0.0,0.11,0.0,0.0,0.0,1.0,0.0
1443,340.25,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrapropylazanium;chloride,octadecanoic acid,0.1,0.9,502.4,343.67,278.21719999999993,0.9,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0
1444,337.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrabutylazanium;chloride,octadecanoic acid,0.898,0.102,344.0,343.67,278.5931199999999,0.102,0.102,0.0,0.0,0.0,0.898,0.0,0.0,0.0,1.0,0.0
1445,333.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrabutylazanium;chloride,octadecanoic acid,0.8,0.2,344.0,343.67,279.2359999999999,0.2,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0
1446,328.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrabutylazanium;chloride,octadecanoic acid,0.682,0.318,344.0,343.67,280.0100799999999,0.318,0.318,0.0,0.0,0.0,0.682,0.0,0.0,0.0,1.0,0.0
1447,325.0,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrabutylazanium;chloride,octadecanoic acid,0.596,0.404,344.0,343.67,280.5742399999999,0.404,0.404,0.0,0.0,0.0,0.596,0.0,0.0,0.0,1.0,0.0
1448,322.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrabutylazanium;chloride,octadecanoic acid,0.493,0.507,344.0,343.67,281.24991999999986,0.507,0.507,0.0,0.0,0.0,0.493,0.0,0.0,0.0,1.0,0.0
1449,327.4,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrabutylazanium;chloride,octadecanoic acid,0.386,0.614,344.0,343.67,281.9518399999999,0.614,0.614,0.0,0.0,0.0,0.386,0.0,0.0,0.0,1.0,0.0
1450,332.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrabutylazanium;chloride,octadecanoic acid,0.304,0.696,344.0,343.67,282.4897599999999,0.696,0.696,0.0,0.0,0.0,0.304,0.0,0.0,0.0,1.0,0.0
1451,335.6,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrabutylazanium;chloride,octadecanoic acid,0.2,0.8,344.0,343.67,283.1719999999999,0.8,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0
1452,339.9,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,tetrabutylazanium;chloride,octadecanoic acid,0.099,0.901,344.0,343.67,283.83455999999995,0.901,0.901,0.0,0.0,0.0,0.099,0.0,0.0,0.0,1.0,0.0
1453,543.68,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.896,0.104,578.15,343.67,154.69123199999999,1.0,0.104,0.0,0.0,0.0,0.896,0.0,0.0,0.0,1.0,0.0
1454,523.92,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.844,0.156,578.15,343.67,162.22384799999998,1.0,0.156,0.0,0.0,0.0,0.844,0.0,0.0,0.0,1.0,0.0
1455,493.68,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.787,0.213,578.15,343.67,170.48075399999996,1.0,0.213,0.0,0.0,0.0,0.787,0.0,0.0,0.0,1.0,0.0
1456,483.82,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.746,0.254,578.15,343.67,176.41993199999996,1.0,0.254,0.0,0.0,0.0,0.746,0.0,0.0,0.0,1.0,0.0
1457,463.58,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.695,0.305,578.15,343.67,183.80768999999995,1.0,0.305,0.0,0.0,0.0,0.695,0.0,0.0,0.0,1.0,0.0
1458,443.85,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.65,0.35,578.15,343.67,190.32629999999995,1.0,0.35,0.0,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0
1459,433.78,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.596,0.404,578.15,343.67,198.14863199999996,1.0,0.404,0.0,0.0,0.0,0.596,0.0,0.0,0.0,1.0,0.0
1460,408.6,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.554,0.446,578.15,343.67,204.23266799999996,1.0,0.446,0.0,0.0,0.0,0.554,0.0,0.0,0.0,1.0,0.0
1461,388.62,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.505,0.495,578.15,343.67,211.33070999999995,1.0,0.495,0.0,0.0,0.0,0.505,0.0,0.0,0.0,1.0,0.0
1462,355.52,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.452,0.548,578.15,343.67,219.00818399999997,1.0,0.548,0.0,0.0,0.0,0.452,0.0,0.0,0.0,1.0,0.0
